;movieId;recommendation;title;genres;year
15562;79132;0.5396825396825397;Inception;['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller', 'IMAX'];2010
1398;1432;0.5396825396825397;Metro;['Action', 'Comedy', 'Crime', 'Drama', 'Thriller'];1997
12991;61553;0.5396825396825397;Fifth Commandment, The;['Action', 'Comedy', 'Crime', 'Drama', 'Thriller'];2008
6896;7007;0.5396825396825397;Last Boy Scout, The;['Action', 'Comedy', 'Crime', 'Drama', 'Thriller'];1991
10852;43853;0.5396825396825397;Business, The;['Action', 'Comedy', 'Crime', 'Drama', 'Thriller'];2005
22178;106365;0.5396825396825397;Super Cops, The;['Action', 'Comedy', 'Crime', 'Drama', 'Thriller'];1974
143;145;0.5396825396825397;Bad Boys;['Action', 'Comedy', 'Crime', 'Drama', 'Thriller'];1995
5530;5628;0.5396825396825397;Wasabi;['Action', 'Comedy', 'Crime', 'Drama', 'Thriller'];2001
7124;7235;0.5396825396825397;Ichi the Killer (Koroshiya 1);['Action', 'Comedy', 'Crime', 'Drama', 'Horror', 'Thriller'];2001
4932;5027;0.5396825396825397;Another 48 Hrs.;['Action', 'Comedy', 'Crime', 'Drama', 'Thriller'];1990
19;20;0.5396825396825397;Money Train;['Action', 'Comedy', 'Crime', 'Drama', 'Thriller'];1995
33692;149488;0.5343915343915344;Christmas Town;['Action', 'Children', 'Comedy', 'Drama', 'Fantasy', 'Thriller'];2008
32854;146305;0.5343915343915344;Princes and Princesses;['Animation', 'Children', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi'];2000
24958;116799;0.5343915343915344;Inherent Vice;['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance'];2014
7507;7831;0.5343915343915344;Another Thin Man;['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance'];1939
6843;6954;0.5343915343915344;Barbarian Invasions, The (Les invasions barbares);['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance'];2003
19799;97724;0.5291005291005291;Glamorous Life of Sachiko Hanai, The (Hatsujô kateikyôshi: sensei no aijiru);['Action', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'War'];2003
9459;27735;0.5238095238095238;Unstoppable;['Action', 'Adventure', 'Comedy', 'Drama', 'Thriller'];2004
14881;74404;0.5238095238095238;Hero: Love Story of a Spy, The;['Action', 'Adventure', 'Drama', 'Musical', 'Romance', 'Thriller', 'War'];2003
24565;115479;0.5238095238095238;Whip Hand, The;['Action', 'Adventure', 'Crime', 'Drama', 'Sci-Fi', 'Thriller', 'War'];1951
12123;55116;0.5238095238095238;Hunting Party, The;['Action', 'Adventure', 'Comedy', 'Drama', 'Thriller'];2007
14882;74406;0.5238095238095238;Lucky: No Time For Love;['Action', 'Adventure', 'Drama', 'Musical', 'Romance', 'Thriller', 'War'];2005
9697;31367;0.5185185185185185;Chase, The;['Action', 'Adventure', 'Comedy', 'Crime', 'Romance', 'Thriller'];1994
23719;112214;0.5185185185185185;Born Reckless;['Action', 'Adventure', 'Crime', 'Drama', 'Romance'];1937
32433;144606;0.5185185185185185;Confessions of a Dangerous Mind;['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller'];2002
23518;111358;0.5185185185185185;Small Town in Texas, A;['Action', 'Adventure', 'Crime', 'Drama', 'Romance'];1976
3801;3893;0.5185185185185185;Nurse Betty;['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller'];2000
1829;1912;0.5185185185185185;Out of Sight;['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller'];1998
1365;1396;0.5132275132275133;Sneakers;['Action', 'Comedy', 'Crime', 'Drama', 'Sci-Fi'];1992
196;198;0.5132275132275133;Strange Days;['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller'];1995
24529;115335;0.5132275132275133;Charlie Chan in Paris;['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller'];1935
15734;79855;0.5132275132275133;Wonder Bar;['Comedy', 'Crime', 'Drama', 'Musical', 'Romance'];1934
8613;26104;0.5132275132275133;Murder at the Gallop;['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller'];1963
20343;99731;0.5132275132275133;Dabangg 2;['Action', 'Comedy', 'Drama', 'Musical', 'Romance'];2012
1726;1799;0.5132275132275133;Suicide Kings;['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller'];1997
27848;128985;0.5132275132275133;The Stone Council;['Adventure', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller'];2006
12015;54262;0.5132275132275133;Murder Most Foul;['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller'];1964
24530;115337;0.5132275132275133;Charlie Chan in Reno;['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller'];1939
18361;91542;0.5132275132275133;Sherlock Holmes: A Game of Shadows;['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller'];2011
16450;82915;0.5132275132275133;Tiger's Tail, The;['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller'];2006
24923;116698;0.5132275132275133;Dead Men Tell;['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller'];1941
26010;121133;0.5132275132275133;Ishq;['Action', 'Comedy', 'Drama', 'Musical', 'Romance'];1997
31100;140371;0.5132275132275133;The Crucifer of Blood;['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller'];1991
9428;27674;0.5132275132275133;11:14;['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller'];2003
7720;8253;0.5079365079365079;Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro);['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Mystery'];1979
2902;2987;0.5026455026455027;Who Framed Roger Rabbit?;['Adventure', 'Animation', 'Children', 'Comedy', 'Crime', 'Fantasy', 'Mystery'];1988
4526;4620;0.4973544973544973;Lock Up;['Action', 'Adventure', 'Crime', 'Drama', 'Thriller'];1989
19519;96601;0.4973544973544973;Icon;['Action', 'Adventure', 'Crime', 'Drama', 'Thriller'];2005
15480;78729;0.4973544973544973;24: Redemption;['Action', 'Adventure', 'Crime', 'Drama', 'Thriller'];2008
5918;6016;0.4973544973544973;City of God (Cidade de Deus);['Action', 'Adventure', 'Crime', 'Drama', 'Thriller'];2002
22062;105974;0.4973544973544973;Assault on a Queen;['Action', 'Adventure', 'Crime', 'Drama', 'Thriller'];1966
11494;49530;0.4973544973544973;Blood Diamond;['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'War'];2006
26327;122339;0.4973544973544973;Walking Tall: The Payback;['Action', 'Adventure', 'Crime', 'Drama', 'Thriller'];2007
25670;119603;0.4973544973544973;Down Twisted;['Action', 'Adventure', 'Crime', 'Drama', 'Thriller'];1987
25821;120408;0.49206349206349204;Friday Foster;['Action', 'Crime', 'Drama', 'Romance', 'Thriller'];1975
23329;110486;0.49206349206349204;Big Jim McLain;['Action', 'Crime', 'Drama', 'Romance', 'Thriller'];1952
9174;27016;0.49206349206349204;Curve, The (Dead Man's Curve);['Comedy', 'Drama', 'Mystery', 'Romance', 'Thriller'];1998
29780;135781;0.49206349206349204;Saheb Biwi Aur Gangster;['Action', 'Crime', 'Drama', 'Romance', 'Thriller'];2011
7346;7483;0.49206349206349204;Foreign Land (Terra Estrangeira);['Action', 'Crime', 'Drama', 'Romance', 'Thriller'];1996
11059;45672;0.49206349206349204;Click;['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance'];2006
33509;148775;0.49206349206349204;Wizards of Waverly Place: The Movie;['Adventure', 'Children', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi'];2009
4774;4869;0.49206349206349204;Burnt Money (Plata Quemada);['Action', 'Crime', 'Drama', 'Romance', 'Thriller'];2000
11497;49593;0.49206349206349204;She;['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Romance', 'Sci-Fi'];1965
30732;139159;0.49206349206349204;Aadhavan;['Action', 'Children', 'Comedy', 'Drama', 'Thriller'];2009
20694;101137;0.49206349206349204;Dead Man Down;['Action', 'Crime', 'Drama', 'Romance', 'Thriller'];2013
26043;121207;0.48677248677248675;The Power of Few;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];2013
14909;74510;0.48677248677248675;Girl Who Played with Fire, The (Flickan som lekte med elden);['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];2009
16073;81195;0.48677248677248675;Perrier's Bounty;['Action', 'Comedy', 'Crime', 'Drama'];2009
1917;2000;0.48677248677248675;Lethal Weapon;['Action', 'Comedy', 'Crime', 'Drama'];1987
19754;97494;0.48677248677248675;Return of Frank Cannon, The;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];1980
3992;4085;0.48677248677248675;Beverly Hills Cop;['Action', 'Comedy', 'Crime', 'Drama'];1984
12558;58718;0.48677248677248675;Slipstream;['Comedy', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller'];2007
18120;90566;0.48677248677248675;Cab for Three, A (Taxi para tres);['Action', 'Comedy', 'Crime', 'Drama'];2001
10300;34450;0.48677248677248675;Miracles - Mr. Canton and Lady Rose;['Action', 'Comedy', 'Crime', 'Drama'];1989
18164;90738;0.48677248677248675;Double, The;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];2011
28803;132618;0.48677248677248675;Kite;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];2014
1918;2001;0.48677248677248675;Lethal Weapon 2;['Action', 'Comedy', 'Crime', 'Drama'];1989
33973;150548;0.48677248677248675;Sherlock: The Abominable Bride;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];2016
1435;1473;0.48677248677248675;Best Men;['Action', 'Comedy', 'Crime', 'Drama'];1997
9158;26991;0.48677248677248675;Postman Blues;['Action', 'Comedy', 'Crime', 'Drama'];1997
7320;7445;0.48677248677248675;Man on Fire;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];2004
9087;26840;0.48677248677248675;Sonatine (Sonachine);['Action', 'Comedy', 'Crime', 'Drama'];1993
4954;5049;0.48677248677248675;48 Hrs.;['Action', 'Comedy', 'Crime', 'Drama'];1982
3626;3716;0.48677248677248675;Fatal Beauty;['Action', 'Comedy', 'Crime', 'Drama'];1987
21403;103651;0.48677248677248675;Tai Chi Hero;['Action', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi', 'IMAX'];2012
31599;141860;0.48677248677248675;Broken Horses;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];2015
31648;141982;0.48677248677248675;Mrs Miracle;['Children', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi'];2009
5292;5388;0.48677248677248675;Insomnia;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];2002
17537;88125;0.48677248677248675;Harry Potter and the Deathly Hallows: Part 2;['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'IMAX'];2011
4784;4879;0.48677248677248675;High Heels and Low Lifes;['Action', 'Comedy', 'Crime', 'Drama'];2001
1919;2002;0.48677248677248675;Lethal Weapon 3;['Action', 'Comedy', 'Crime', 'Drama'];1992
14310;71573;0.48677248677248675;Whiteout;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];2009
31961;142955;0.48677248677248675;Certain Prey;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];2011
25874;120637;0.48677248677248675;Blackhat;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];2015
11992;54067;0.48677248677248675;Heart of Dragon (Long de xin);['Action', 'Comedy', 'Crime', 'Drama', 'War'];1985
24602;115669;0.48677248677248675;Young Detective Dee: Rise of the Sea Dragon (Di Renjie: Shen du long wang);['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'IMAX'];2013
7772;8370;0.48677248677248675;Blind Swordsman: Zatoichi, The (Zatôichi);['Action', 'Comedy', 'Crime', 'Drama'];2003
3098;3184;0.48677248677248675;Montana;['Action', 'Comedy', 'Crime', 'Drama'];1998
29626;135378;0.48677248677248675;The Knock Out Cop;['Action', 'Comedy', 'Crime', 'Drama'];1973
9919;32460;0.48677248677248675;Knockin' on Heaven's Door;['Action', 'Comedy', 'Crime', 'Drama'];1997
8178;8860;0.48677248677248675;Cellular;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];2004
1975;2058;0.48677248677248675;Negotiator, The;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];1998
29628;135388;0.48677248677248675;Flatfoot in Africa;['Action', 'Comedy', 'Crime', 'Drama'];1978
26563;123304;0.48148148148148145;Scrooge;['Action', 'Children', 'Comedy', 'Drama', 'Fantasy'];1935
24474;115109;0.48148148148148145;Lady and the Reaper, The (La Dama y la muerte);['Action', 'Animation', 'Comedy', 'Drama', 'Fantasy'];2009
13775;68892;0.48148148148148145;Rhinoceros;['Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance'];1974
26285;122240;0.48148148148148145;Mister Magoo's Christmas Carol;['Animation', 'Children', 'Comedy', 'Drama', 'Fantasy', 'Musical'];1962
11806;52462;0.48148148148148145;Aqua Teen Hunger Force Colon Movie Film for Theaters;['Action', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Mystery', 'Sci-Fi'];2007
14629;73049;0.48148148148148145;Uncertainty;['Action', 'Crime', 'Drama', 'Fantasy', 'Romance'];2009
25774;120138;0.48148148148148145;PK;['Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance'];2014
9494;27790;0.48148148148148145;Millions;['Children', 'Comedy', 'Crime', 'Drama', 'Fantasy'];2004
7839;8481;0.47619047619047616;Northwest Passage;['Action', 'Adventure', 'Drama', 'Romance', 'Thriller', 'Western'];1940
4705;4800;0.47619047619047616;King Solomon's Mines;['Action', 'Adventure', 'Drama', 'Romance', 'Thriller'];1937
12444;57854;0.47619047619047616;The Count of Monte Cristo;['Action', 'Adventure', 'Drama', 'Romance', 'Thriller'];1934
24896;116547;0.47619047619047616;Soldier of Fortune;['Adventure', 'Crime', 'Drama', 'Romance', 'Thriller'];1955
17322;87260;0.47619047619047616;Raffles;['Adventure', 'Crime', 'Drama', 'Romance', 'Thriller'];1930
18312;91335;0.4708994708994709;Gruffalo, The;['Adventure', 'Animation', 'Children', 'Comedy', 'Drama'];2009
8290;8972;0.4708994708994709;National Treasure;['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller'];2004
18080;90424;0.4708994708994709;League of Gentlemen, The;['Adventure', 'Comedy', 'Crime', 'Drama'];1960
4723;4818;0.4708994708994709;Extreme Days;['Action', 'Adventure', 'Comedy', 'Drama'];2001
32427;144594;0.4708994708994709;Silver Medalist;['Action', 'Adventure', 'Comedy', 'Drama'];2009
21565;104247;0.4708994708994709;Fight, Zatoichi, Fight (Zatôichi kesshô-tabi) (Zatôichi 8);['Action', 'Adventure', 'Comedy', 'Drama'];1964
11224;47342;0.4708994708994709;Angels Over Broadway;['Adventure', 'Comedy', 'Crime', 'Drama'];1940
16431;82765;0.4708994708994709;Little Big Soldier (Da bing xiao jiang);['Action', 'Adventure', 'Comedy', 'Drama', 'War'];2010
11900;53226;0.4708994708994709;Great War, The (Grande guerra, La);['Action', 'Adventure', 'Comedy', 'Drama', 'War'];1959
18239;91056;0.4708994708994709;Batman and Robin;['Action', 'Adventure', 'Crime', 'Drama', 'Sci-Fi'];1949
9089;26842;0.4708994708994709;Tai Chi Master (Twin Warriors) (Tai ji: Zhang San Feng);['Action', 'Adventure', 'Comedy', 'Drama'];1993
8956;26614;0.4708994708994709;Bourne Identity, The;['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller'];1988
14062;70497;0.4708994708994709;Stone of Destiny;['Adventure', 'Comedy', 'Crime', 'Drama'];2008
6219;6317;0.4708994708994709;Cartouche;['Action', 'Adventure', 'Comedy', 'Drama'];1962
15204;77364;0.4708994708994709;Losers, The;['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller'];2010
2805;2890;0.4708994708994709;Three Kings;['Action', 'Adventure', 'Comedy', 'Drama', 'War'];1999
10298;34435;0.4708994708994709;Sholay;['Action', 'Adventure', 'Comedy', 'Musical', 'Romance', 'Thriller'];1975
9383;27549;0.4708994708994709;Dead or Alive: Final;['Comedy', 'Crime', 'Drama', 'Sci-Fi', 'Thriller'];2002
7087;7198;0.4656084656084656;The Pick-up Artist;['Comedy', 'Crime', 'Drama', 'Romance'];1987
581;587;0.4656084656084656;Ghost;['Comedy', 'Drama', 'Fantasy', 'Romance', 'Thriller'];1990
27924;129354;0.4656084656084656;Focus;['Comedy', 'Crime', 'Drama', 'Romance'];2015
10201;33903;0.4656084656084656;Edukators, The (Die Fetten Jahre sind vorbei);['Comedy', 'Crime', 'Drama', 'Romance'];2004
9497;27797;0.4656084656084656;Man Who Copied, The (Homem Que Copiava, O);['Comedy', 'Crime', 'Drama', 'Romance'];2003
22508;107579;0.4656084656084656;Gasht-e ershad;['Comedy', 'Crime', 'Drama', 'Romance'];2012
2718;2803;0.4656084656084656;Pelican Brief, The;['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller'];1993
6842;6953;0.4656084656084656;21 Grams;['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller'];2003
26770;124519;0.4656084656084656;Snow White and the Three Stooges;['Adventure', 'Children', 'Comedy', 'Drama', 'Fantasy'];1961
14599;72919;0.4656084656084656;Did You Hear About the Morgans?;['Comedy', 'Crime', 'Drama', 'Romance'];2009
8436;25861;0.4656084656084656;Brother Orchid;['Comedy', 'Crime', 'Drama', 'Romance'];1940
32313;144350;0.4656084656084656;Under the Mountain;['Action', 'Adventure', 'Children', 'Drama', 'Fantasy', 'Sci-Fi'];2009
17692;88752;0.4656084656084656;Hide-Out;['Comedy', 'Crime', 'Drama', 'Romance'];1934
32333;144390;0.4656084656084656;Turning Point;['Action', 'Children', 'Crime', 'Drama', 'Thriller'];2009
6776;6885;0.4656084656084656;In the Cut;['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller'];2003
30728;139150;0.4656084656084656;Subramaniapuram;['Action', 'Comedy', 'Drama', 'Romance'];2008
27097;125972;0.4656084656084656;Halloweentown II: Kalabar's Revenge;['Adventure', 'Children', 'Comedy', 'Drama', 'Fantasy'];2001
17301;87181;0.4656084656084656;Double Hour, The (La doppia ora);['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller'];2009
6933;7044;0.4656084656084656;Wild at Heart;['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller'];1990
12922;61013;0.4656084656084656;Absolute Giganten;['Action', 'Comedy', 'Drama', 'Romance'];1999
27356;127001;0.4656084656084656;Pan;['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance'];1995
19947;98191;0.4656084656084656;Joe + Belle;['Comedy', 'Crime', 'Drama', 'Romance'];2011
1712;1783;0.4656084656084656;Palmetto;['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller'];1998
31723;142192;0.4656084656084656;Female on the Beach;['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller'];1955
19432;96273;0.4656084656084656;I Hate But Love (Nikui an-chikushô);['Action', 'Comedy', 'Drama', 'Romance'];1962
24449;114945;0.4656084656084656;Jack and the Cuckoo-Clock Heart (Jack et la mécanique du coeur);['Adventure', 'Animation', 'Drama', 'Fantasy', 'Musical', 'Romance'];2013
11091;46062;0.4656084656084656;High School Musical;['Children', 'Comedy', 'Drama', 'Musical', 'Romance'];2006
11506;49668;0.4656084656084656;Girl Shy;['Action', 'Comedy', 'Drama', 'Romance'];1924
1236;1264;0.4656084656084656;Diva;['Action', 'Drama', 'Mystery', 'Romance', 'Thriller'];1981
26216;121907;0.4656084656084656;Lady Scarface;['Comedy', 'Crime', 'Drama', 'Romance'];1941
29456;134747;0.4656084656084656;The Deadly Affair;['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller'];1966
9042;26761;0.4656084656084656;Prime Suspect 2;['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller'];1992
15151;77146;0.4656084656084656;Reclaim Your Brain (Free Rainer);['Comedy', 'Crime', 'Drama', 'Romance'];2007
9182;27036;0.4656084656084656;Merlin;['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance'];1998
28374;131122;0.4656084656084656;Love Exposure;['Action', 'Comedy', 'Drama', 'Romance'];2007
14878;74355;0.4656084656084656;Serious Moonlight;['Comedy', 'Crime', 'Drama', 'Romance'];2009
17433;87745;0.4656084656084656;Lazybones;['Action', 'Comedy', 'Drama', 'Romance', 'War'];1925
13912;69644;0.4656084656084656;Ice Age: Dawn of the Dinosaurs;['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'Romance'];2009
24051;113428;0.4656084656084656;Maniacts;['Action', 'Comedy', 'Drama', 'Horror', 'Romance'];2001
5925;6023;0.4656084656084656;Band of Outsiders (Bande à part);['Comedy', 'Crime', 'Drama', 'Romance'];1964
11234;47452;0.4656084656084656;Wing Chun;['Action', 'Comedy', 'Drama', 'Romance'];1994
30618;138702;0.4656084656084656;Feast;['Animation', 'Children', 'Comedy', 'Drama', 'Romance'];2014
15340;78093;0.4656084656084656;Parisian Love;['Comedy', 'Crime', 'Drama', 'Romance'];1925
13933;69744;0.4656084656084656;Blonde Crazy;['Comedy', 'Crime', 'Drama', 'Romance'];1931
14180;71033;0.4656084656084656;Secret in Their Eyes, The (El secreto de sus ojos);['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller'];2009
9447;27716;0.4656084656084656;Green Butchers, The (Grønne slagtere, De);['Comedy', 'Crime', 'Drama', 'Romance'];2003
32827;146232;0.4656084656084656;Loafer;['Action', 'Comedy', 'Drama', 'Romance'];1996
14426;72142;0.4656084656084656;Love Exposure (Ai No Mukidashi);['Action', 'Comedy', 'Drama', 'Romance'];2008
7304;7415;0.4603174603174603;Late Show, The;['Comedy', 'Crime', 'Drama', 'Mystery'];1977
10872;43932;0.4603174603174603;Pulse;['Action', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller'];2006
9805;31952;0.4603174603174603;Control (Kontroll);['Comedy', 'Crime', 'Drama', 'Mystery'];2003
27056;125884;0.4603174603174603;The Case of the Curious Bride;['Comedy', 'Crime', 'Drama', 'Mystery'];1935
