,movieId,recommendation,title,genres,year
21113,102716,0.6956521739130435,"Fast & Furious 6 (Fast and the Furious 6, The)","['Action', 'Crime', 'Thriller', 'IMAX']",2013
24602,115669,0.6956521739130435,Young Detective Dee: Rise of the Sea Dragon (Di Renjie: Shen du long wang),"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'IMAX']",2013
20150,98983,0.6956521739130435,Arsène Lupin,"['Action', 'Adventure', 'Crime', 'Mystery', 'Romance']",2004
23927,112942,0.6956521739130435,Sky Murder,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",1940
15578,79222,0.6956521739130435,"Phantom, The","['Action', 'Adventure', 'Crime', 'Fantasy']",2009
20871,101761,0.6956521739130435,Welcome to the Punch,"['Action', 'Adventure', 'Crime', 'Thriller']",2013
19398,96131,0.6956521739130435,K-20: The Fiend with Twenty Faces,"['Action', 'Adventure', 'Crime']",2008
16884,85261,0.6956521739130435,Mars Needs Moms,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'Sci-Fi', 'IMAX']",2011
13034,62081,0.6956521739130435,Eagle Eye,"['Action', 'Crime', 'Thriller', 'IMAX']",2008
13824,69217,0.6956521739130435,"Man from Utah, The","['Action', 'Adventure', 'Crime', 'Romance', 'Western']",1934
32223,144136,0.6956521739130435,Framed,"['Action', 'Adventure', 'Crime', 'Thriller']",1975
2541,2625,0.6956521739130435,Black Mask (Hak hap),"['Action', 'Adventure', 'Crime', 'Sci-Fi', 'Thriller']",1996
10447,37824,0.6956521739130435,Born to Fight (Kerd ma lui),"['Action', 'Adventure', 'Crime', 'Thriller']",2004
17074,86332,0.6956521739130435,Thor,"['Action', 'Adventure', 'Drama', 'Fantasy', 'IMAX']",2011
22887,108945,0.6956521739130435,RoboCop,"['Action', 'Crime', 'Sci-Fi', 'IMAX']",2014
18358,91535,0.6956521739130435,"Bourne Legacy, The","['Action', 'Adventure', 'Drama', 'Thriller', 'IMAX']",2012
22125,106193,0.6956521739130435,Les Formidables (Gang-jeok),"['Action', 'Adventure', 'Crime']",2006
30097,136696,0.6956521739130435,Absolution,"['Action', 'Adventure', 'Crime', 'Thriller']",2015
168,170,0.6956521739130435,Hackers,"['Action', 'Adventure', 'Crime', 'Thriller']",1995
24321,114420,0.6956521739130435,When Eight Bells Toll,"['Action', 'Adventure', 'Crime', 'Mystery']",1971
20588,100498,0.6956521739130435,"Good Day to Die Hard, A","['Action', 'Crime', 'Thriller', 'IMAX']",2013
29883,136020,0.6956521739130435,Spectre,"['Action', 'Adventure', 'Crime']",2015
25965,120946,0.6956521739130435,The Hire: Hostage,"['Action', 'Adventure', 'Crime', 'Thriller']",2002
11837,52717,0.6956521739130435,"Condemned, The","['Action', 'Adventure', 'Crime', 'Thriller']",2007
8889,26504,0.6956521739130435,Cloak & Dagger,"['Action', 'Adventure', 'Children', 'Crime', 'Mystery', 'Thriller']",1984
22894,108979,0.6956521739130435,Cowboy Bebop,"['Action', 'Adventure', 'Animation', 'Crime', 'Sci-Fi']",1998
16987,85796,0.6956521739130435,Hobo with a Shotgun,"['Action', 'Adventure', 'Crime', 'Thriller']",2011
10452,37853,0.6956521739130435,Into the Blue,"['Action', 'Adventure', 'Crime', 'Thriller']",2005
18238,91054,0.6956521739130435,Batman,"['Action', 'Adventure', 'Crime', 'Sci-Fi', 'Thriller']",1943
17313,87222,0.6956521739130435,Kung Fu Panda 2,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'IMAX']",2011
10420,37335,0.6956521739130435,Come Drink with Me (Da zui xia),"['Action', 'Adventure', 'Crime']",1966
21663,104606,0.6956521739130435,The Last Drop,"['Action', 'Adventure', 'Crime', 'War']",2006
19876,97950,0.6956521739130435,"Man with the Iron Fists, The","['Action', 'Adventure', 'Crime']",2012
7486,7802,0.6956521739130435,"Warriors, The","['Action', 'Adventure', 'Crime', 'Thriller']",1979
11980,53972,0.6956521739130435,Live Free or Die Hard,"['Action', 'Adventure', 'Crime', 'Thriller']",2007
12130,55167,0.6956521739130435,Tekkonkinkreet (Tekkon kinkurîto),"['Action', 'Adventure', 'Animation', 'Crime', 'Fantasy']",2006
19955,98219,0.6956521739130435,"Tiger Brigades, The (Les brigades du Tigre)","['Action', 'Adventure', 'Crime']",2006
11928,53519,0.6956521739130435,Death Proof,"['Action', 'Adventure', 'Crime', 'Horror', 'Thriller']",2007
5630,5728,0.6956521739130435,Death Hunt,"['Action', 'Adventure', 'Crime', 'Thriller']",1981
21581,104312,0.6956521739130435,"Mortal Instruments: City of Bones, The","['Action', 'Adventure', 'Drama', 'IMAX']",2013
23355,110566,0.6956521739130435,Son of Batman,"['Action', 'Adventure', 'Animation', 'Crime', 'Fantasy']",2014
16766,84613,0.6956521739130435,Sanctum,"['Action', 'Adventure', 'Drama', 'Thriller', 'IMAX']",2011
6600,6709,0.6956521739130435,Once Upon a Time in Mexico,"['Action', 'Adventure', 'Crime', 'Thriller']",2003
9145,26969,0.6956521739130435,Executive Target,"['Action', 'Adventure', 'Crime', 'Thriller']",1997
460,464,0.6956521739130435,Hard Target,"['Action', 'Adventure', 'Crime', 'Thriller']",1993
8529,25979,0.6956521739130435,Gun Fury,"['Action', 'Adventure', 'Crime', 'Western']",1953
5782,5880,0.6956521739130435,Extreme Ops,"['Action', 'Adventure', 'Crime', 'Thriller']",2002
17537,88125,0.6956521739130435,Harry Potter and the Deathly Hallows: Part 2,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'IMAX']",2011
13113,62999,0.6956521739130435,Madagascar: Escape 2 Africa,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'IMAX']",2008
17903,89701,0.6956521739130435,Floods of Fear,"['Action', 'Adventure', 'Crime', 'Thriller']",1959
10176,33794,0.6956521739130435,Batman Begins,"['Action', 'Crime', 'IMAX']",2005
3951,4044,0.6956521739130435,Breaker! Breaker!,"['Action', 'Adventure', 'Crime']",1977
13195,64030,0.6956521739130435,Transporter 3,"['Action', 'Adventure', 'Crime', 'Thriller']",2008
16222,81834,0.6521739130434783,Harry Potter and the Deathly Hallows: Part 1,"['Action', 'Adventure', 'Fantasy', 'IMAX']",2010
11123,46530,0.6521739130434783,Superman Returns,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2006
16373,82461,0.6521739130434783,Tron: Legacy,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2010
23521,111364,0.6521739130434783,Godzilla,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2014
22092,106072,0.6521739130434783,Thor: The Dark World,"['Action', 'Adventure', 'Fantasy', 'IMAX']",2013
20681,101076,0.6521739130434783,G.I. Joe: Retaliation,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']",2013
11028,45442,0.6521739130434783,Poseidon,"['Action', 'Adventure', 'Thriller', 'IMAX']",2006
19252,95510,0.6521739130434783,"Amazing Spider-Man, The","['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2012
23595,111659,0.6521739130434783,Maleficent,"['Action', 'Adventure', 'Children', 'IMAX']",2014
22070,106002,0.6521739130434783,Ender's Game,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2013
21264,103228,0.6521739130434783,Pacific Rim,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2013
18694,92819,0.6521739130434783,"Flying Swords of Dragon Gate, The (Long men fei jia)","['Action', 'Adventure', 'IMAX']",2011
6823,6934,0.6521739130434783,"Matrix Revolutions, The","['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']",2003
23216,110102,0.6521739130434783,Captain America: The Winter Soldier,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2014
17914,89745,0.6521739130434783,"Avengers, The","['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2012
20689,101112,0.6521739130434783,Oz the Great and Powerful,"['Action', 'Adventure', 'Fantasy', 'IMAX']",2013
21210,103042,0.6521739130434783,Man of Steel,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'IMAX']",2013
17393,87520,0.6521739130434783,Transformers: Dark of the Moon,"['Action', 'Adventure', 'Sci-Fi', 'War', 'IMAX']",2011
18794,93363,0.6521739130434783,John Carter,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2012
13705,68358,0.6521739130434783,Star Trek,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2009
19387,96079,0.6521739130434783,Skyfall,"['Action', 'Adventure', 'Thriller', 'IMAX']",2012
21161,102880,0.6521739130434783,After Earth,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2013
18890,93766,0.6521739130434783,Wrath of the Titans,"['Action', 'Adventure', 'Fantasy', 'IMAX']",2012
13897,69526,0.6521739130434783,Transformers: Revenge of the Fallen,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2009
17223,86880,0.6521739130434783,Pirates of the Caribbean: On Stranger Tides,"['Action', 'Adventure', 'Fantasy', 'IMAX']",2011
21317,103384,0.6521739130434783,"Lone Ranger, The","['Action', 'Adventure', 'Western', 'IMAX']",2013
21066,102445,0.6521739130434783,Star Trek Into Darkness,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2013
15346,78105,0.6521739130434783,Prince of Persia: The Sands of Time,"['Action', 'Adventure', 'Fantasy', 'Romance', 'IMAX']",2010
18392,91630,0.6521739130434783,Mission: Impossible - Ghost Protocol,"['Action', 'Adventure', 'Thriller', 'IMAX']",2011
14617,72998,0.6521739130434783,Avatar,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2009
25131,117442,0.6521739130434783,The Monkey King,"['Action', 'Adventure', 'Children', 'IMAX']",2014
12246,55995,0.6521739130434783,Beowulf,"['Action', 'Adventure', 'Animation', 'Fantasy', 'IMAX']",2007
5282,5378,0.6521739130434783,Star Wars: Episode II - Attack of the Clones,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2002
11838,52722,0.6521739130434783,Spider-Man 3,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']",2007
20895,101864,0.6521739130434783,Oblivion,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2013
6261,6365,0.6521739130434783,"Matrix Reloaded, The","['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']",2003
7954,8636,0.6521739130434783,Spider-Man 2,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2004
20580,100469,0.6521739130434783,Chinese Zodiac (Armour of God III) (CZ12),"['Action', 'Adventure', 'IMAX']",2012
15230,77561,0.6521739130434783,Iron Man 2,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']",2010
22215,106487,0.6521739130434783,"Hunger Games: Catching Fire, The","['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2013
26108,121370,0.5652173913043478,Happy New Year,"['Action', 'Comedy', 'Crime', 'Drama', 'Musical', 'Romance']",2014
10852,43853,0.5652173913043478,"Business, The","['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",2005
5530,5628,0.5652173913043478,Wasabi,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",2001
4625,4719,0.5652173913043478,Osmosis Jones,"['Action', 'Animation', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",2001
3098,3184,0.5652173913043478,Montana,"['Action', 'Comedy', 'Crime', 'Drama']",1998
4932,5027,0.5652173913043478,Another 48 Hrs.,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1990
7124,7235,0.5652173913043478,Ichi the Killer (Koroshiya 1),"['Action', 'Comedy', 'Crime', 'Drama', 'Horror', 'Thriller']",2001
29626,135378,0.5652173913043478,The Knock Out Cop,"['Action', 'Comedy', 'Crime', 'Drama']",1973
4923,5018,0.5652173913043478,Motorama,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']",1991
33914,150268,0.5652173913043478,Dilwale,"['Action', 'Children', 'Comedy', 'Crime', 'Drama', 'Romance']",2015
13812,69136,0.5652173913043478,Don,"['Action', 'Comedy', 'Crime', 'Drama', 'Musical', 'Thriller']",1978
29628,135388,0.5652173913043478,Flatfoot in Africa,"['Action', 'Comedy', 'Crime', 'Drama']",1978
4784,4879,0.5652173913043478,High Heels and Low Lifes,"['Action', 'Comedy', 'Crime', 'Drama']",2001
9087,26840,0.5652173913043478,Sonatine (Sonachine),"['Action', 'Comedy', 'Crime', 'Drama']",1993
22178,106365,0.5652173913043478,"Super Cops, The","['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1974
18120,90566,0.5652173913043478,"Cab for Three, A (Taxi para tres)","['Action', 'Comedy', 'Crime', 'Drama']",2001
9919,32460,0.5652173913043478,Knockin' on Heaven's Door,"['Action', 'Comedy', 'Crime', 'Drama']",1997
7772,8370,0.5652173913043478,"Blind Swordsman: Zatoichi, The (Zatôichi)","['Action', 'Comedy', 'Crime', 'Drama']",2003
14062,70497,0.5652173913043478,Stone of Destiny,"['Adventure', 'Comedy', 'Crime', 'Drama']",2008
3626,3716,0.5652173913043478,Fatal Beauty,"['Action', 'Comedy', 'Crime', 'Drama']",1987
32307,144338,0.5652173913043478,Holiday,"['Action', 'Children', 'Comedy', 'Crime', 'Drama', 'Romance']",2006
24528,115333,0.5652173913043478,Charlie Chan in Panama,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",1940
11224,47342,0.5652173913043478,Angels Over Broadway,"['Adventure', 'Comedy', 'Crime', 'Drama']",1940
15001,75408,0.5652173913043478,Lupin III: Sweet Lost Night (Rupan Sansei: Sweet Lost Night),"['Action', 'Animation', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",2008
26806,124681,0.5652173913043478,Raffles,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",1939
18080,90424,0.5652173913043478,"League of Gentlemen, The","['Adventure', 'Comedy', 'Crime', 'Drama']",1960
10300,34450,0.5652173913043478,Miracles - Mr. Canton and Lady Rose,"['Action', 'Comedy', 'Crime', 'Drama']",1989
19873,97940,0.5652173913043478,"Saint in London, The","['Action', 'Comedy', 'Crime', 'Drama', 'Mystery']",1939
1398,1432,0.5652173913043478,Metro,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1997
143,145,0.5652173913043478,Bad Boys,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1995
1365,1396,0.5652173913043478,Sneakers,"['Action', 'Comedy', 'Crime', 'Drama', 'Sci-Fi']",1992
12991,61553,0.5652173913043478,"Fifth Commandment, The","['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",2008
6896,7007,0.5652173913043478,"Last Boy Scout, The","['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1991
11992,54067,0.5652173913043478,Heart of Dragon (Long de xin),"['Action', 'Comedy', 'Crime', 'Drama', 'War']",1985
27514,127341,0.5652173913043478,Longshot,"['Action', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",2001
1917,2000,0.5652173913043478,Lethal Weapon,"['Action', 'Comedy', 'Crime', 'Drama']",1987
4954,5049,0.5652173913043478,48 Hrs.,"['Action', 'Comedy', 'Crime', 'Drama']",1982
953,970,0.5652173913043478,Beat the Devil,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']",1953
16073,81195,0.5652173913043478,Perrier's Bounty,"['Action', 'Comedy', 'Crime', 'Drama']",2009
9797,31921,0.5652173913043478,"Seven-Per-Cent Solution, The","['Adventure', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",1976
9158,26991,0.5652173913043478,Postman Blues,"['Action', 'Comedy', 'Crime', 'Drama']",1997
1435,1473,0.5652173913043478,Best Men,"['Action', 'Comedy', 'Crime', 'Drama']",1997
22095,106078,0.5652173913043478,"Great Texas Dynamite Chase, The","['Action', 'Comedy', 'Crime', 'Drama', 'Romance']",1976
19,20,0.5652173913043478,Money Train,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1995
3992,4085,0.5652173913043478,Beverly Hills Cop,"['Action', 'Comedy', 'Crime', 'Drama']",1984
1919,2002,0.5652173913043478,Lethal Weapon 3,"['Action', 'Comedy', 'Crime', 'Drama']",1992
1918,2001,0.5652173913043478,Lethal Weapon 2,"['Action', 'Comedy', 'Crime', 'Drama']",1989
15073,76153,0.5652173913043478,Lupin III: First Contact (Rupan Sansei: Faasuto Kontakuto),"['Action', 'Animation', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",2002
9703,31420,0.5217391304347826,Assault on Precinct 13,"['Action', 'Crime', 'Drama', 'Thriller']",2005
11262,47634,0.5217391304347826,36 Quai des Orfèvres (Department 36),"['Action', 'Crime', 'Drama', 'Thriller']",2004
2902,2987,0.5217391304347826,Who Framed Roger Rabbit?,"['Adventure', 'Animation', 'Children', 'Comedy', 'Crime', 'Fantasy', 'Mystery']",1988
23313,110435,0.5217391304347826,"Sheba, Baby","['Action', 'Crime', 'Drama', 'Thriller']",1975
32305,144334,0.5217391304347826,Once a Gangster,"['Action', 'Comedy', 'Crime']",2010
9089,26842,0.5217391304347826,Tai Chi Master (Twin Warriors) (Tai ji: Zhang San Feng),"['Action', 'Adventure', 'Comedy', 'Drama']",1993
9030,26746,0.5217391304347826,Out for Justice,"['Action', 'Crime', 'Drama', 'Thriller']",1991
3342,3430,0.5217391304347826,Death Wish,"['Action', 'Crime', 'Drama']",1974
1784,1866,0.5217391304347826,"Big Hit, The","['Action', 'Comedy', 'Crime']",1998
639,647,0.5217391304347826,Courage Under Fire,"['Action', 'Crime', 'Drama', 'War']",1996
22406,107209,0.5217391304347826,"Outsider, The","['Action', 'Crime', 'Drama']",2014
18833,93510,0.5217391304347826,21 Jump Street,"['Action', 'Comedy', 'Crime']",2012
9093,26851,0.5217391304347826,Naked Killer (Chik loh go yeung),"['Action', 'Crime', 'Drama', 'Thriller']",1992
12102,54999,0.5217391304347826,Shoot 'Em Up,"['Action', 'Comedy', 'Crime']",2007
17852,89478,0.5217391304347826,Vigilante,"['Action', 'Crime', 'Drama']",1983
11944,53766,0.5217391304347826,Breaking News (Daai si gin),"['Action', 'Crime', 'Drama']",2004
22679,108134,0.5217391304347826,"Lizard, The (Marmoulak)","['Adventure', 'Comedy', 'Crime']",2004
18019,90203,0.5217391304347826,Tony Arzenta (No Way Out) (Big Guns),"['Action', 'Crime', 'Drama', 'Thriller']",1973
32314,144352,0.5217391304347826,Unforgiven,"['Action', 'Crime', 'Drama']",2013
4519,4613,0.5217391304347826,K-9,"['Action', 'Comedy', 'Crime']",1989
23329,110486,0.5217391304347826,Big Jim McLain,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",1952
26465,122876,0.5217391304347826,Torrente 4: Lethal Crisis,"['Action', 'Comedy', 'Crime']",2011
23272,110297,0.5217391304347826,Muppets Most Wanted,"['Adventure', 'Comedy', 'Crime']",2014
12303,56511,0.5217391304347826,Redacted,"['Action', 'Crime', 'Drama', 'War']",2007
15471,78698,0.5217391304347826,Mercy Streets,"['Action', 'Crime', 'Drama']",2000
8617,26109,0.5217391304347826,Crooks in Clover (a.k.a. Monsieur Gangster) (Les tontons flingueurs),"['Action', 'Comedy', 'Crime']",1963
29372,134515,0.5217391304347826,BMX Bandits,"['Adventure', 'Crime', 'Drama']",1983
8663,26172,0.5217391304347826,Point Blank,"['Action', 'Crime', 'Drama', 'Thriller']",1967
21757,104925,0.5217391304347826,"Family, The","['Action', 'Comedy', 'Crime']",2013
8660,26169,0.5217391304347826,Branded to Kill (Koroshi no rakuin),"['Action', 'Crime', 'Drama']",1967
682,694,0.5217391304347826,"Substitute, The","['Action', 'Crime', 'Drama']",1996
32243,144182,0.5217391304347826,SPL 2: A Time for Consequences,"['Action', 'Crime', 'Drama']",2015
30339,137505,0.5217391304347826,Black Heat,"['Action', 'Crime', 'Drama']",1976
16143,81520,0.5217391304347826,Undisputed III: Redemption,"['Action', 'Crime', 'Drama']",2010
30856,139647,0.5217391304347826,Lee Rock,"['Action', 'Crime', 'Drama']",1991
13206,64231,0.5217391304347826,Punisher: War Zone,"['Action', 'Crime', 'Drama', 'Thriller']",2008
